fromName,toName,value
Enmakaje__Kasaragod,Kuttikol__Kasaragod,23677
Enmakaje__Kasaragod,Madhur__Kasaragod,15673
Enmakaje__Kasaragod,Madikai__Kasaragod,37268
Enmakaje__Kasaragod,Mangalpady__Kasaragod,18297
Enmakaje__Kasaragod,Manjeswaram__Kasaragod,24386
Enmakaje__Kasaragod,Meencha__Kasaragod,18526
Enmakaje__Kasaragod,Mogral-Puthur__Kasaragod,18588
Enmakaje__Kasaragod,Muliyar__Kasaragod,15868
Enmakaje__Kasaragod,Nileswaram(M)__Kasaragod,44144
Enmakaje__Kasaragod,Padanna__Kasaragod,53017
Enmakaje__Kasaragod,Paivalike__Kasaragod,11635
Enmakaje__Kasaragod,Pallikkara__Kasaragod,26373
Enmakaje__Kasaragod,Pananthadi__Kasaragod,33649
Enmakaje__Kasaragod,Pilicode__Kasaragod,50210
Enmakaje__Kasaragod,Pullur-Periya__Kasaragod,27920
Enmakaje__Kasaragod,Puthige__Kasaragod,10169
Enmakaje__Kasaragod,Thrikkarippur__Kasaragod,57769
Enmakaje__Kasaragod,Uduma__Kasaragod,24555
Enmakaje__Kasaragod,Valiyaparampa__Kasaragod,56548
Enmakaje__Kasaragod,Vorkady__Kasaragod,20209
Enmakaje__Kasaragod,West Eleri__Kasaragod,42966
Kallar__Kasaragod,Ajanur__Kasaragod,20802
Kallar__Kasaragod,Badiyaduka__Kasaragod,28111
Kallar__Kasaragod,Balal__Kasaragod,9343
Kallar__Kasaragod,Bedadka__Kasaragod,11831
Kallar__Kasaragod,Beloor__Kasaragod,21210
Kallar__Kasaragod,Chemmanad__Kasaragod,24866
Kallar__Kasaragod,Chengala__Kasaragod,23717
Kallar__Kasaragod,Cheruvathur__Kasaragod,26165
Kallar__Kasaragod,Delampadi__Kasaragod,13556
Kallar__Kasaragod,East Eleri__Kasaragod,18340
Kallar__Kasaragod,Enmakaje__Kasaragod,29587
Kallar__Kasaragod,Kallar__Kasaragod,0
Kallar__Kasaragod,Kanjangad(M)__Kasaragod,22292
Kallar__Kasaragod,Karaduka__Kasaragod,17004
Kallar__Kasaragod,Kasaragod(M)__Kasaragod,29695
Kallar__Kasaragod,Kayyur-Chimeni__Kasaragod,20298
Kallar__Kasaragod,Kinanur-Karindalam__Kasaragod,12757
Kallar__Kasaragod,Kodom-Belur__Kasaragod,9322
Kallar__Kasaragod,Kumbadaje__Kasaragod,22182
Kallar__Kasaragod,Kumbala__Kasaragod,37577
Kallar__Kasaragod,Kuttikol__Kasaragod,6794
Kallar__Kasaragod,Madhur__Kasaragod,30433
Kallar__Kasaragod,Madikai__Kasaragod,16881
Kallar__Kasaragod,Mangalpady__Kasaragod,43142
Kallar__Kasaragod,Manjeswaram__Kasaragod,51686
Kallar__Kasaragod,Meencha__Kasaragod,46122
Kallar__Kasaragod,Mogral-Puthur__Kasaragod,33726
Kallar__Kasaragod,Muliyar__Kasaragod,17140
Kallar__Kasaragod,Nileswaram(M)__Kasaragod,23444
Kallar__Kasaragod,Padanna__Kasaragod,30430
Kallar__Kasaragod,Paivalike__Kasaragod,39760
Kallar__Kasaragod,Pallikkara__Kasaragod,21271
Kallar__Kasaragod,Pananthadi__Kasaragod,10032
Kallar__Kasaragod,Pilicode__Kasaragod,26287
Kallar__Kasaragod,Pullur-Periya__Kasaragod,15502
Kallar__Kasaragod,Puthige__Kasaragod,33902
Kallar__Kasaragod,Thrikkarippur__Kasaragod,33953
Kallar__Kasaragod,Uduma__Kasaragod,24435
Kallar__Kasaragod,Valiyaparampa__Kasaragod,34019
Kallar__Kasaragod,Vorkady__Kasaragod,49206
Kallar__Kasaragod,West Eleri__Kasaragod,13427
Kanjangad(M)__Kasaragod,Ajanur__Kasaragod,7241
Kanjangad(M)__Kasaragod,Badiyaduka__Kasaragod,33228
Kanjangad(M)__Kasaragod,Balal__Kasaragod,26227
Kanjangad(M)__Kasaragod,Bedadka__Kasaragod,18890
Kanjangad(M)__Kasaragod,Beloor__Kasaragod,35121
Kanjangad(M)__Kasaragod,Chemmanad__Kasaragod,21581
Kanjangad(M)__Kasaragod,Chengala__Kasaragod,26787
Kanjangad(M)__Kasaragod,Cheruvathur__Kasaragod,9225
Kanjangad(M)__Kasaragod,Delampadi__Kasaragod,32154
Kanjangad(M)__Kasaragod,East Eleri__Kasaragod,29014
Kanjangad(M)__Kasaragod,Enmakaje__Kasaragod,39354
Kanjangad(M)__Kasaragod,Kallar__Kasaragod,22292
Kanjangad(M)__Kasaragod,Kanjangad(M)__Kasaragod,0
Kanjangad(M)__Kasaragod,Karaduka__Kasaragod,29862
Kanjangad(M)__Kasaragod,Kasaragod(M)__Kasaragod,25875
Kanjangad(M)__Kasaragod,Kayyur-Chimeni__Kasaragod,13950
Kanjangad(M)__Kasaragod,Kinanur-Karindalam__Kasaragod,14803
Kanjangad(M)__Kasaragod,Kodom-Belur__Kasaragod,12972
Kanjangad(M)__Kasaragod,Kumbadaje__Kasaragod,31985
Kanjangad(M)__Kasaragod,Kumbala__Kasaragod,37900
Kanjangad(M)__Kasaragod,Kuttikol__Kasaragod,26676
Kanjangad(M)__Kasaragod,Madhur__Kasaragod,30048
Kanjangad(M)__Kasaragod,Madikai__Kasaragod,5726
Kanjangad(M)__Kasaragod,Mangalpady__Kasaragod,44206
Kanjangad(M)__Kasaragod,Manjeswaram__Kasaragod,53563
Kanjangad(M)__Kasaragod,Meencha__Kasaragod,49337
Kanjangad(M)__Kasaragod,Mogral-Puthur__Kasaragod,31359
Kanjangad(M)__Kasaragod,Muliyar__Kasaragod,23668
Kanjangad(M)__Kasaragod,Nileswaram(M)__Kasaragod,5881
Kanjangad(M)__Kasaragod,Padanna__Kasaragod,14416
Kanjangad(M)__Kasaragod,Paivalike__Kasaragod,44982
Kanjangad(M)__Kasaragod,Pallikkara__Kasaragod,14159
Kanjangad(M)__Kasaragod,Pananthadi__Kasaragod,31773
Kanjangad(M)__Kasaragod,Pilicode__Kasaragod,13219
Kanjangad(M)__Kasaragod,Pullur-Periya__Kasaragod,11569
Kanjangad(M)__Kasaragod,Puthige__Kasaragod,37537
Kanjangad(M)__Kasaragod,Thrikkarippur__Kasaragod,19488
Kanjangad(M)__Kasaragod,Uduma__Kasaragod,17860
Kanjangad(M)__Kasaragod,Valiyaparampa__Kasaragod,17636
Kanjangad(M)__Kasaragod,Vorkady__Kasaragod,54163
Kanjangad(M)__Kasaragod,West Eleri__Kasaragod,23177
Karaduka__Kasaragod,Ajanur__Kasaragod,24243
Karaduka__Kasaragod,Badiyaduka__Kasaragod,12741
Karaduka__Kasaragod,Balal__Kasaragod,25886
Karaduka__Kasaragod,Bedadka__Kasaragod,11012
Karaduka__Kasaragod,Beloor__Kasaragod,5279
Karaduka__Kasaragod,Chemmanad__Kasaragod,17259
Karaduka__Kasaragod,Chengala__Kasaragod,11498
Karaduka__Kasaragod,Cheruvathur__Kasaragod,37298
Karaduka__Kasaragod,Delampadi__Kasaragod,8055
Karaduka__Kasaragod,East Eleri__Kasaragod,35244
Karaduka__Kasaragod,Enmakaje__Kasaragod,12584
Karaduka__Kasaragod,Kallar__Kasaragod,17004
Karaduka__Kasaragod,Kanjangad(M)__Kasaragod,29862
Karaduka__Kasaragod,Karaduka__Kasaragod,0
Karaduka__Kasaragod,Kasaragod(M)__Kasaragod,20048
Karaduka__Kasaragod,Kayyur-Chimeni__Kasaragod,34594
Karaduka__Kasaragod,Kinanur-Karindalam__Kasaragod,27757
Karaduka__Kasaragod,Kodom-Belur__Kasaragod,20372
Karaduka__Kasaragod,Kumbadaje__Kasaragod,5568
Karaduka__Kasaragod,Kumbala__Kasaragod,23182
Karaduka__Kasaragod,Kuttikol__Kasaragod,11281
Karaduka__Kasaragod,Madhur__Kasaragod,18003
Karaduka__Kasaragod,Madikai__Kasaragod,26620
Karaduka__Kasaragod,Mangalpady__Kasaragod,27801
Karaduka__Kasaragod,Manjeswaram__Kasaragod,35590
Karaduka__Kasaragod,Meencha__Kasaragod,29834
Karaduka__Kasaragod,Mogral-Puthur__Kasaragod,21725
Karaduka__Kasaragod,Muliyar__Kasaragod,7558
Karaduka__Kasaragod,Nileswaram(M)__Kasaragod,33822
Karaduka__Kasaragod,Padanna__Kasaragod,42428
Karaduka__Kasaragod,Paivalike__Kasaragod,23183
Karaduka__Kasaragod,Pallikkara__Kasaragod,19540
Karaduka__Kasaragod,Pananthadi__Kasaragod,21855
Karaduka__Kasaragod,Pilicode__Kasaragod,39151
Karaduka__Kasaragod,Pullur-Periya__Kasaragod,18413
Karaduka__Kasaragod,Puthige__Kasaragod,18336
Karaduka__Kasaragod,Thrikkarippur__Kasaragod,46896
Karaduka__Kasaragod,Uduma__Kasaragod,19756
Karaduka__Kasaragod,Valiyaparampa__Kasaragod,46058
Karaduka__Kasaragod,Vorkady__Kasaragod,32431
Karaduka__Kasaragod,West Eleri__Kasaragod,30396
Kasaragod(M)__Kasaragod,Ajanur__Kasaragod,18706
Kasaragod(M)__Kasaragod,Badiyaduka__Kasaragod,12114
Kasaragod(M)__Kasaragod,Balal__Kasaragod,38689
Kasaragod(M)__Kasaragod,Bedadka__Kasaragod,17865
Kasaragod(M)__Kasaragod,Beloor__Kasaragod,22861
Kasaragod(M)__Kasaragod,Chemmanad__Kasaragod,5102
Kasaragod(M)__Kasaragod,Chengala__Kasaragod,8649
Kasaragod(M)__Kasaragod,Cheruvathur__Kasaragod,35100
Kasaragod(M)__Kasaragod,Delampadi__Kasaragod,27675
Kasaragod(M)__Kasaragod,East Eleri__Kasaragod,46302
Kasaragod(M)__Kasaragod,Enmakaje__Kasaragod,20313
Kasaragod(M)__Kasaragod,Kallar__Kasaragod,29695
Kasaragod(M)__Kasaragod,Kanjangad(M)__Kasaragod,25875
Kasaragod(M)__Kasaragod,Karaduka__Kasaragod,20048
Kasaragod(M)__Kasaragod,Kasaragod(M)__Kasaragod,0
Kasaragod(M)__Kasaragod,Kayyur-Chimeni__Kasaragod,37537
Kasaragod(M)__Kasaragod,Kinanur-Karindalam__Kasaragod,33687
Kasaragod(M)__Kasaragod,Kodom-Belur__Kasaragod,25776
Kasaragod(M)__Kasaragod,Kumbadaje__Kasaragod,16924
Kasaragod(M)__Kasaragod,Kumbala__Kasaragod,12193
Kasaragod(M)__Kasaragod,Kuttikol__Kasaragod,27661
Kasaragod(M)__Kasaragod,Madhur__Kasaragod,5212
Kasaragod(M)__Kasaragod,Madikai__Kasaragod,26720
Kasaragod(M)__Kasaragod,Mangalpady__Kasaragod,18425
Kasaragod(M)__Kasaragod,Manjeswaram__Kasaragod,27741
Kasaragod(M)__Kasaragod,Meencha__Kasaragod,23882
Kasaragod(M)__Kasaragod,Mogral-Puthur__Kasaragod,5485
Kasaragod(M)__Kasaragod,Muliyar__Kasaragod,13839
Kasaragod(M)__Kasaragod,Nileswaram(M)__Kasaragod,31678
Kasaragod(M)__Kasaragod,Padanna__Kasaragod,40242
Kasaragod(M)__Kasaragod,Paivalike__Kasaragod,20756
Kasaragod(M)__Kasaragod,Pallikkara__Kasaragod,12058
Kasaragod(M)__Kasaragod,Pananthadi__Kasaragod,38373
Kasaragod(M)__Kasaragod,Pilicode__Kasaragod,38889
Kasaragod(M)__Kasaragod,Pullur-Periya__Kasaragod,17675
Kasaragod(M)__Kasaragod,Puthige__Kasaragod,13518
Kasaragod(M)__Kasaragod,Thrikkarippur__Kasaragod,45332
Kasaragod(M)__Kasaragod,Uduma__Kasaragod,8039
Kasaragod(M)__Kasaragod,Valiyaparampa__Kasaragod,43277
Kasaragod(M)__Kasaragod,Vorkady__Kasaragod,29094
Kasaragod(M)__Kasaragod,West Eleri__Kasaragod,40209
Kayyur-Chimeni__Kasaragod,Ajanur__Kasaragod,19558
Kayyur-Chimeni__Kasaragod,Badiyaduka__Kasaragod,41998
Kayyur-Chimeni__Kasaragod,Balal__Kasaragod,18662
Kayyur-Chimeni__Kasaragod,Bedadka__Kasaragod,24507
Kayyur-Chimeni__Kasaragod,Beloor__Kasaragod,39645
Kayyur-Chimeni__Kasaragod,Chemmanad__Kasaragod,32646
Kayyur-Chimeni__Kasaragod,Chengala__Kasaragod,35891
Kayyur-Chimeni__Kasaragod,Cheruvathur__Kasaragod,9268
Kayyur-Chimeni__Kasaragod,Delampadi__Kasaragod,33524
Kayyur-Chimeni__Kasaragod,East Eleri__Kasaragod,17245
Kayyur-Chimeni__Kasaragod,Enmakaje__Kasaragod,46315
Kayyur-Chimeni__Kasaragod,Kallar__Kasaragod,20298
Kayyur-Chimeni__Kasaragod,Kanjangad(M)__Kasaragod,13950
Kayyur-Chimeni__Kasaragod,Karaduka__Kasaragod,34594
Kayyur-Chimeni__Kasaragod,Kasaragod(M)__Kasaragod,37537
Kayyur-Chimeni__Kasaragod,Kayyur-Chimeni__Kasaragod,0
Kayyur-Chimeni__Kasaragod,Kinanur-Karindalam__Kasaragod,7551
Kayyur-Chimeni__Kasaragod,Kodom-Belur__Kasaragod,14286
Kayyur-Chimeni__Kasaragod,Kumbadaje__Kasaragod,38485
Kayyur-Chimeni__Kasaragod,Kumbala__Kasaragod,48816
Kayyur-Chimeni__Kasaragod,Kuttikol__Kasaragod,26833
Kayyur-Chimeni__Kasaragod,Madhur__Kasaragod,40802
Kayyur-Chimeni__Kasaragod,Madikai__Kasaragod,10860
Kayyur-Chimeni__Kasaragod,Mangalpady__Kasaragod,55084
Kayyur-Chimeni__Kasaragod,Manjeswaram__Kasaragod,64386
Kayyur-Chimeni__Kasaragod,Meencha__Kasaragod,59559
Kayyur-Chimeni__Kasaragod,Mogral-Puthur__Kasaragod,42887
Kayyur-Chimeni__Kasaragod,Muliyar__Kasaragod,30780
Kayyur-Chimeni__Kasaragod,Nileswaram(M)__Kasaragod,9385
Kayyur-Chimeni__Kasaragod,Padanna__Kasaragod,11283
Kayyur-Chimeni__Kasaragod,Paivalike__Kasaragod,54261
Kayyur-Chimeni__Kasaragod,Pallikkara__Kasaragod,25523
Kayyur-Chimeni__Kasaragod,Pananthadi__Kasaragod,26670
Kayyur-Chimeni__Kasaragod,Pilicode__Kasaragod,6745
Kayyur-Chimeni__Kasaragod,Pullur-Periya__Kasaragod,20176
Kayyur-Chimeni__Kasaragod,Puthige__Kasaragod,47174
Kayyur-Chimeni__Kasaragod,Thrikkarippur__Kasaragod,13838
Kayyur-Chimeni__Kasaragod,Uduma__Kasaragod,29666
Kayyur-Chimeni__Kasaragod,Valiyaparampa__Kasaragod,14495
Kayyur-Chimeni__Kasaragod,Vorkady__Kasaragod,63803
Kayyur-Chimeni__Kasaragod,West Eleri__Kasaragod,12895
Kinanur-Karindalam__Kasaragod,Ajanur__Kasaragod,17765
Kinanur-Karindalam__Kasaragod,Badiyaduka__Kasaragod,36340
Kinanur-Karindalam__Kasaragod,Balal__Kasaragod,12245
Kinanur-Karindalam__Kasaragod,Bedadka__Kasaragod,18449
Kinanur-Karindalam__Kasaragod,Beloor__Kasaragod,32648
Kinanur-Karindalam__Kasaragod,Chemmanad__Kasaragod,28607
Kinanur-Karindalam__Kasaragod,Chengala__Kasaragod,30592
Kinanur-Karindalam__Kasaragod,Cheruvathur__Kasaragod,14737
Kinanur-Karindalam__Kasaragod,Delampadi__Kasaragod,26088
Kinanur-Karindalam__Kasaragod,East Eleri__Kasaragod,14385
Kinanur-Karindalam__Kasaragod,Enmakaje__Kasaragod,39869
Kinanur-Karindalam__Kasaragod,Kallar__Kasaragod,12757
Kinanur-Karindalam__Kasaragod,Kanjangad(M)__Kasaragod,14803
Kinanur-Karindalam__Kasaragod,Karaduka__Kasaragod,27757
Kinanur-Karindalam__Kasaragod,Kasaragod(M)__Kasaragod,33687
Kinanur-Karindalam__Kasaragod,Kayyur-Chimeni__Kasaragod,7551
Kinanur-Karindalam__Kasaragod,Kinanur-Karindalam__Kasaragod,0
Kinanur-Karindalam__Kasaragod,Kodom-Belur__Kasaragod,8243
Kinanur-Karindalam__Kasaragod,Kumbadaje__Kasaragod,32057
Kinanur-Karindalam__Kasaragod,Kumbala__Kasaragod,44126
Kinanur-Karindalam__Kasaragod,Kuttikol__Kasaragod,19357
Kinanur-Karindalam__Kasaragod,Madhur__Kasaragod,36220
Kinanur-Karindalam__Kasaragod,Madikai__Kasaragod,9453
Kinanur-Karindalam__Kasaragod,Mangalpady__Kasaragod,50255
Kinanur-Karindalam__Kasaragod,Manjeswaram__Kasaragod,59401
Kinanur-Karindalam__Kasaragod,Meencha__Kasaragod,54285
Kinanur-Karindalam__Kasaragod,Mogral-Puthur__Kasaragod,38759
Kinanur-Karindalam__Kasaragod,Muliyar__Kasaragod,24861
Kinanur-Karindalam__Kasaragod,Nileswaram(M)__Kasaragod,13005
Kinanur-Karindalam__Kasaragod,Padanna__Kasaragod,18213
Kinanur-Karindalam__Kasaragod,Paivalike__Kasaragod,48588
Kinanur-Karindalam__Kasaragod,Pallikkara__Kasaragod,22222
Kinanur-Karindalam__Kasaragod,Pananthadi__Kasaragod,19567
Kinanur-Karindalam__Kasaragod,Pilicode__Kasaragod,13836
Kinanur-Karindalam__Kasaragod,Pullur-Periya__Kasaragod,16050
Kinanur-Karindalam__Kasaragod,Puthige__Kasaragod,41800
Kinanur-Karindalam__Kasaragod,Thrikkarippur__Kasaragod,21318
Kinanur-Karindalam__Kasaragod,Uduma__Kasaragod,26332
Kinanur-Karindalam__Kasaragod,Valiyaparampa__Kasaragod,21672
Kinanur-Karindalam__Kasaragod,Vorkady__Kasaragod,58180
Kinanur-Karindalam__Kasaragod,West Eleri__Kasaragod,8383
Kodom-Belur__Kasaragod,Ajanur__Kasaragod,12278
Kodom-Belur__Kasaragod,Badiyaduka__Kasaragod,28142
Kodom-Belur__Kasaragod,Balal__Kasaragod,14843
Kodom-Belur__Kasaragod,Bedadka__Kasaragod,10328
Kodom-Belur__Kasaragod,Beloor__Kasaragod,25503
Kodom-Belur__Kasaragod,Chemmanad__Kasaragod,20674
Kodom-Belur__Kasaragod,Chengala__Kasaragod,22350
Kodom-Belur__Kasaragod,Cheruvathur__Kasaragod,17772
Kodom-Belur__Kasaragod,Delampadi__Kasaragod,20370
Kodom-Belur__Kasaragod,East Eleri__Kasaragod,20796
Kodom-Belur__Kasaragod,Enmakaje__Kasaragod,32047
Kodom-Belur__Kasaragod,Kallar__Kasaragod,9322
Kodom-Belur__Kasaragod,Kanjangad(M)__Kasaragod,12972
Kodom-Belur__Kasaragod,Karaduka__Kasaragod,20372
Kodom-Belur__Kasaragod,Kasaragod(M)__Kasaragod,25776
Kodom-Belur__Kasaragod,Kayyur-Chimeni__Kasaragod,14286
Kodom-Belur__Kasaragod,Kinanur-Karindalam__Kasaragod,8243
Kodom-Belur__Kasaragod,Kodom-Belur__Kasaragod,0
Kodom-Belur__Kasaragod,Kumbadaje__Kasaragod,24214
Kodom-Belur__Kasaragod,Kumbala__Kasaragod,35920
Kodom-Belur__Kasaragod,Kuttikol__Kasaragod,14205
Kodom-Belur__Kasaragod,Madhur__Kasaragod,28051
Kodom-Belur__Kasaragod,Madikai__Kasaragod,7692
Kodom-Belur__Kasaragod,Mangalpady__Kasaragod,42026
Kodom-Belur__Kasaragod,Manjeswaram__Kasaragod,51160
Kodom-Belur__Kasaragod,Meencha__Kasaragod,46049
Kodom-Belur__Kasaragod,Mogral-Puthur__Kasaragod,30704
Kodom-Belur__Kasaragod,Muliyar__Kasaragod,16710
Kodom-Belur__Kasaragod,Nileswaram(M)__Kasaragod,14671
Kodom-Belur__Kasaragod,Padanna__Kasaragod,22562
Kodom-Belur__Kasaragod,Paivalike__Kasaragod,40407
Kodom-Belur__Kasaragod,Pallikkara__Kasaragod,14906
Kodom-Belur__Kasaragod,Pananthadi__Kasaragod,19000
Kodom-Belur__Kasaragod,Pilicode__Kasaragod,18930
Kodom-Belur__Kasaragod,Pullur-Periya__Kasaragod,8520
Kodom-Belur__Kasaragod,Puthige__Kasaragod,33567
Kodom-Belur__Kasaragod,Thrikkarippur__Kasaragod,26729
Kodom-Belur__Kasaragod,Uduma__Kasaragod,18831
Kodom-Belur__Kasaragod,Valiyaparampa__Kasaragod,26220
Kodom-Belur__Kasaragod,Vorkady__Kasaragod,49994
Kodom-Belur__Kasaragod,West Eleri__Kasaragod,14583
Kumbadaje__Kasaragod,Ajanur__Kasaragod,25602
Kumbadaje__Kasaragod,Badiyaduka__Kasaragod,7453
Kumbadaje__Kasaragod,Balal__Kasaragod,31256
Kumbadaje__Kasaragod,Bedadka__Kasaragod,14039
Kumbadaje__Kasaragod,Beloor__Kasaragod,5994
Kumbadaje__Kasaragod,Chemmanad__Kasaragod,15465
Kumbadaje__Kasaragod,Chengala__Kasaragod,8438
Kumbadaje__Kasaragod,Cheruvathur__Kasaragod,40129
Kumbadaje__Kasaragod,Delampadi__Kasaragod,13264
Kumbadaje__Kasaragod,East Eleri__Kasaragod,40512
Kumbadaje__Kasaragod,Enmakaje__Kasaragod,7833
Kumbadaje__Kasaragod,Kallar__Kasaragod,22182
Kumbadaje__Kasaragod,Kanjangad(M)__Kasaragod,31985
Kumbadaje__Kasaragod,Karaduka__Kasaragod,5568
Kumbadaje__Kasaragod,Kasaragod(M)__Kasaragod,16924
Kumbadaje__Kasaragod,Kayyur-Chimeni__Kasaragod,38485
Kumbadaje__Kasaragod,Kinanur-Karindalam__Kasaragod,32057
Kumbadaje__Kasaragod,Kodom-Belur__Kasaragod,24214
Kumbadaje__Kasaragod,Kumbadaje__Kasaragod,0
Kumbadaje__Kasaragod,Kumbala__Kasaragod,17941
Kumbadaje__Kasaragod,Kuttikol__Kasaragod,16796
Kumbadaje__Kasaragod,Madhur__Kasaragod,13779
Kumbadaje__Kasaragod,Madikai__Kasaragod,29580
Kumbadaje__Kasaragod,Mangalpady__Kasaragod,22293
Kumbadaje__Kasaragod,Manjeswaram__Kasaragod,30026
Kumbadaje__Kasaragod,Meencha__Kasaragod,24282
Kumbadaje__Kasaragod,Mogral-Puthur__Kasaragod,17432
Kumbadaje__Kasaragod,Muliyar__Kasaragod,8318
Kumbadaje__Kasaragod,Nileswaram(M)__Kasaragod,36558
Kumbadaje__Kasaragod,Padanna__Kasaragod,45385
Kumbadaje__Kasaragod,Paivalike__Kasaragod,17684
Kumbadaje__Kasaragod,Pallikkara__Kasaragod,19789
Kumbadaje__Kasaragod,Pananthadi__Kasaragod,27421
Kumbadaje__Kasaragod,Pilicode__Kasaragod,42469
Kumbadaje__Kasaragod,Pullur-Periya__Kasaragod,20442
Kumbadaje__Kasaragod,Puthige__Kasaragod,12847
Kumbadaje__Kasaragod,Thrikkarippur__Kasaragod,50077
Kumbadaje__Kasaragod,Uduma__Kasaragod,18823
Kumbadaje__Kasaragod,Valiyaparampa__Kasaragod,48948
Kumbadaje__Kasaragod,Vorkady__Kasaragod,27040
Kumbadaje__Kasaragod,West Eleri__Kasaragod,35439
Kumbala__Kasaragod,Ajanur__Kasaragod,30673
Kumbala__Kasaragod,Badiyaduka__Kasaragod,10493
Kumbala__Kasaragod,Balal__Kasaragod,46915
Kumbala__Kasaragod,Bedadka__Kasaragod,26382
Kumbala__Kasaragod,Beloor__Kasaragod,23257
Kumbala__Kasaragod,Chemmanad__Kasaragod,16387
Kumbala__Kasaragod,Chengala__Kasaragod,13920
Kumbala__Kasaragod,Cheruvathur__Kasaragod,47111
Kumbala__Kasaragod,Delampadi__Kasaragod,31154
Kumbala__Kasaragod,East Eleri__Kasaragod,55450
Kumbala__Kasaragod,Enmakaje__Kasaragod,16037
Kumbala__Kasaragod,Kallar__Kasaragod,37577
Kumbala__Kasaragod,Kanjangad(M)__Kasaragod,37900
Kumbala__Kasaragod,Karaduka__Kasaragod,23182
Kumbala__Kasaragod,Kasaragod(M)__Kasaragod,12193
Kumbala__Kasaragod,Kayyur-Chimeni__Kasaragod,48816
Kumbala__Kasaragod,Kinanur-Karindalam__Kasaragod,44126
Kumbala__Kasaragod,Kodom-Belur__Kasaragod,35920
Kumbala__Kasaragod,Kumbadaje__Kasaragod,17941
Kumbala__Kasaragod,Kumbala__Kasaragod,0
Kumbala__Kasaragod,Kuttikol__Kasaragod,33635
Kumbala__Kasaragod,Madhur__Kasaragod,8016
Kumbala__Kasaragod,Madikai__Kasaragod,38188
Kumbala__Kasaragod,Mangalpady__Kasaragod,6319
Kumbala__Kasaragod,Manjeswaram__Kasaragod,15685
Kumbala__Kasaragod,Meencha__Kasaragod,11732
Kumbala__Kasaragod,Mogral-Puthur__Kasaragod,6923
Kumbala__Kasaragod,Muliyar__Kasaragod,20444
Kumbala__Kasaragod,Nileswaram(M)__Kasaragod,43629
Kumbala__Kasaragod,Padanna__Kasaragod,52308
Kumbala__Kasaragod,Paivalike__Kasaragod,10079
Kumbala__Kasaragod,Pallikkara__Kasaragod,23822
Kumbala__Kasaragod,Pananthadi__Kasaragod,44615
Kumbala__Kasaragod,Pilicode__Kasaragod,50734
Kumbala__Kasaragod,Pullur-Periya__Kasaragod,28643
Kumbala__Kasaragod,Puthige__Kasaragod,5870
Kumbala__Kasaragod,Thrikkarippur__Kasaragod,57388
Kumbala__Kasaragod,Uduma__Kasaragod,20061
Kumbala__Kasaragod,Valiyaparampa__Kasaragod,55406
Kumbala__Kasaragod,Vorkady__Kasaragod,17112
Kumbala__Kasaragod,West Eleri__Kasaragod,49669
Kuttikol__Kasaragod,Ajanur__Kasaragod,23482
Kuttikol__Kasaragod,Badiyaduka__Kasaragod,23525
Kuttikol__Kasaragod,Balal__Kasaragod,14766
Kuttikol__Kasaragod,Bedadka__Kasaragod,10974
Kuttikol__Kasaragod,Beloor__Kasaragod,14806
Kuttikol__Kasaragod,Chemmanad__Kasaragod,23390
Kuttikol__Kasaragod,Chengala__Kasaragod,20329
Kuttikol__Kasaragod,Cheruvathur__Kasaragod,31900
Kuttikol__Kasaragod,Delampadi__Kasaragod,6770
Kuttikol__Kasaragod,East Eleri__Kasaragod,24251
Kuttikol__Kasaragod,Enmakaje__Kasaragod,23677
Kuttikol__Kasaragod,Kallar__Kasaragod,6794
Kuttikol__Kasaragod,Kanjangad(M)__Kasaragod,26676
Kuttikol__Kasaragod,Karaduka__Kasaragod,11281
Kuttikol__Kasaragod,Kasaragod(M)__Kasaragod,27661
Kuttikol__Kasaragod,Kayyur-Chimeni__Kasaragod,26833
Kuttikol__Kasaragod,Kinanur-Karindalam__Kasaragod,19357
Kuttikol__Kasaragod,Kodom-Belur__Kasaragod,14205
Kuttikol__Kasaragod,Kumbadaje__Kasaragod,16796
Kuttikol__Kasaragod,Kumbala__Kasaragod,33635
